ofício,Schreiben
acamar,betten
deitar,betten
leito,Bettgestell
lençois,Bettlaken
lençol,Bettlaken
mendigo,Bettler
pedinte,Bettler
acamado,bettlägerig
acamamento,Bettlägerigkeit
cobertor,Betttuch
lençois,Betttuch
cama,Bett
leito,Bett
acionar,betätigen
comandar,betätigen
anestesiar,betäuben
narcotizar,betäuben
atordoar,betäuben
ensurdecer,betäuben
acalmar,betäuben
aliviar,betäuben
narcótico,Betäubungsmittel
anestesia,Betäubung
inebriante,betörend
enganar,betören
iludir,betören
fascinar,betören
seduzir,betören
arquear,beugen
curvar-se,beugen
curvar,beugen
debruçar,beugen
encurvar,beugen
flexionar,beugen
perverter,beugen
quebrar,beugen
torcer,beugen
dobrar,beugen
flectir,beugen
fletir,beugen
conjugação,Beugung
declinação,Beugung
flexão,Beugung
abaulamento,Beule
amassadura,Beule
batida,Beule
bossa,Beule
galo,Beule
amolgadela,Beule
mossa,Beule
inchaço,Beule
papo,Beule
saliência,Beule
alarmar,beunruhigen
desassossegar,beunruhigen
inquietante,beunruhigend
perturbador,beunruhigend
preocupante,beunruhigend
inquietar,beunruhigen
perturbar,beunruhigen
preocupar,beunruhigen
inquieto,beunruhigt
irrequieto,beunruhigt
preocupado,beunruhigt
inquietação,Beunruhigung
inquietude,Beunruhigung
preocupação,Beunruhigung
suspender,beurlauben
ajuizar,beurteilen
apreciar,beurteilen
avaliar,beurteilen
julgar,beurteilen
análise,Beurteilung
avaliação,Beurteilung
apreciação,Beurteilung
predador,Beutegreifer
diabo-da-tasmânia,Beutelteufel
marsupial,Beuteltier
tilacino,Beuteltiger
algibeira,Beutel
saco,Beutel
presa,Beutetier
caça,Beute
despojo,Beute
presa,Beute
autorizar,bevollmächtigen
preferir,bevorrechtigen
privilegiar,bevorrechtigen
futuro,bevorstehend
iminente,bevorstehend
vindouro,bevorstehend
antepor,bevorzugen
preferido,bevorzugt
favoritismo,Bevorzugung
preferência,Bevorzugung
povoar,bevölkern
populoso,bevölkerungsreich
população,Bevölkerung
povo,Bevölkerung
guardar,bewachen
armar,bewaffnen
armado,bewaffnet
armamento,Bewaffnung
conservar,bewahren
guardar,bewahren
preservar,bewahren
preservação,Bewahrung
arborizado,bewaldet
agitar,bewegen
comover,bewegen
induzir,bewegen
movimentar,bewegen
persuadir,bewegen
impressionar,bewegen
preocupar,bewegen
mover,bewegen
agitável,beweglich
mobilidade,Beweglichkeit
móvel,beweglich
ágil,beweglich
comovido,bewegt
imóvel,bewegungslos
funcionamento,Bewegung
movimento,Bewegung
moção,Bewegung
comoção,Bewegung
emoção,Bewegung
armar,bewehren
reforçar,bewehren
vergalhão,Bewehrungsstahl
armadura,Bewehrung
chorar,beweinen
prantear,beweinen
comprovar,beweisen
demonstrar,beweisen
provar,beweisen
comprovação,Beweis
demonstração,Beweis
evidência,Beweis
prova,Beweis
solicitação,Bewerbung
candidatura,Bewerbung
efetuar,bewerkstelligen
executar,bewerkstelligen
realizar,bewerkstelligen
avaliar,bewerten
apreciação,Bewertung
avaliação,Bewertung
comprovado,bewiesen
comprovadamente,bewiesenermaßen
provado,bewiesen
deferir,bewilligen
deferimento,Bewilligung
conseguir,bewirken
provocar,bewirken
causar,bewirken
administrar,bewirtschaften
gerir,bewirtschaften
habitar,bewohnen
alagoana,Bewohnerin von Alagoas
amapaense,Bewohnerin von Amapá
alagoano,Bewohner von Alagoas
amapaense,Bewohner von Amapá
habitado,bewohnt
habitação,Bewohnung
admirar,bewundern
admiravelmente,bewundernswert
admirável,bewundernswert
admiravelmente,bewunderungswürdig
admirável,bewunderungswürdig
admiração,Bewunderung
sarmento,bewurzelte Ausläufer
ciente,bewusst
consciente,bewusst
cônscio,bewusst
desmaio,Bewusstlosigkeit
inconsciência,Bewusstlosigkeit
inconsciente,bewusstlos
nocautear,bewusstlos schlagen
consciência,Bewusstsein
deliberado,bewusst
intencional,bewusst
provado,bewährt
teste,Bewährungsprobe
confirmação,Bewährung
superar,bewältigen
superação,Bewältigung
irrigar,bewässern
irrigação,Bewässerung
encoberto,bewölkt
nublado,bewölkt
nebulosidade,Bewölkung
liquidar,bezahlen
pagar,bezahlen
remunerar,bezahlen
saldar,bezahlen
receber,bezahlt werden
pagamento,Bezahlung
adorável,bezaubernd
cativante,bezaubernd
charmoso,bezaubernd
encantador,bezaubernd
feiticeiro,bezaubernd
encantar,bezaubern
fascinar,bezaubern
encantado,bezaubert
fascinado,bezaubert
assinalar,bezeichnen
denominar,bezeichnen
denotar,bezeichnen
designar,bezeichnen
etiquetar,bezeichnen
rotular,bezeichnen
denotado,bezeichnet
designação,Bezeichnung
qualificação,Bezeichnung
nome,Bezeichnung
indicação,Bezeichnung
marca,Bezeichnung
certificar,bezeugen
culpar,bezichtigen
adquirir,beziehen
cobrir-se,beziehen
cobrir,beziehen
comprar,beziehen
encapar,beziehen
ganhar,beziehen
obter,beziehen
referir,beziehen
relacionar,beziehen
revestir,beziehen
receber,beziehen
defender,beziehen
e/ou,beziehungsweise
respectivamente,beziehungsweise
ligação,Beziehung
relação,Beziehung
comarca,Bezirk
distrito,Bezirk
região,Bezirk
área,Bezirk
bairro,Bezirk
cantão,Bezirk
sector,Bezirk
setor,Bezirk
sacado,Bezogener
referência,Bezugnahme
contexto,Bezugsrahmen
referencial,Bezugsrahmen
circunstância,Bezugsrahmen
referência,Bezug
revestimento,Bezug
aquisição,Bezug
compra,Bezug
assinatura,Bezug
cobertura,Bezug
questionar,bezweifeln
conquistador,Bezwinger
relacional,bezüglich
assustador,beängstigend
Butão,Bhutan
sutiã,BH
soutien,BH
enviesamento,Bias
biatlo,Biathlon
tremer,bibbern
versículo,Bibelspruch
Bíblia,Bibel
castor,Biber
bibliografia,Bibliografie
bibliógrafa,Bibliografin
bibliográfico,bibliografisch
bibliógrafo,Bibliograf
bibliomaníaco,Bibliomane
bibliômano,Bibliomane
bibliomania,Bibliomanie
bibliomaníaca,Bibliomanin
bibliômana,Bibliomanin
bibliomaníaco,bibliomanisch
bibliófilo,Bibliophiler
bibliófila,Bibliophile
bibliofilia,Bibliophilie
bibliotecária,Bibliothekarin
bibliotecário,Bibliothekar
biblioteconomia,Bibliothekenlehre
biblioteconomia,Bibliothekonomie
biblioteconomia,Bibliothekswesen
biblioteconomia,Bibliothekswissenschaft
biblioteconomia,Bibliothektechnik
biblioteca,Bibliothek
bíblico,biblisch
bidé,Bidet
singelo,bieder
curvar,biegen
dobrar,biegen
torcer,biegen
curvamento,Biegen
flexível,biegsam
flexão,Biegung
colmeia,Bienenkorb
abelha-mestra,Bienenkönigin
abelha-rainha,Bienenkönigin
colmeia,Bienenstock
abelha,Biene
cervejaria,Biergarten
canecão,Bierkrug
cervejaria,Bierlokal
cerveja,Bier
besta,Biest
apresentar,bieten
cumprimentar,bieten
oferecer,bieten
proporcionar,bieten
dar,bieten
Licitante,Bieter
bigamia,Bigamie
homem-grande,Big Man
beatice,Bigotterie
bigotismo,Bigotterie
bikini,Bikini
biquini,Bikini
auditor,Bilanzprüfer
balanço,Bilanz
resultado,Bilanz
compor,bilden
constituir,bilden
criar,bilden
formar,bilden
escultora,Bildhauerin
escultor,Bildhauer
imagineiro,Bildhauer
lindo,bildhübsch
figurativo,bildlich
pictórico,bildlich
simbólico,bildlich
metafórico,bildlich
gráfico,bildlich
plástico,bildlich
figurado,bildlich
fotogrametria,Bildmessung
imagem,Bildnis
janela,Bildschirmfenster
monitor,Bildschirmgerät
ecrã,Bildschirm
monitor,Bildschirm
tela,Bildschirm
tapeçaria,Bildteppich
educacional,Bildungs-
cultura,Bildung
educação,Bildung
formação,Bildung
legenda,Bildunterschrift
aparência,Bild
estampa,Bild
figura,Bild
foto,Bild
ilustração,Bild
imagem,Bild
impressão,Bild
aquarela,Bild mit Wasserfarbe gemalt
pintura,Bild
retrato,Bild
símbolo,Bild
tela,Bild
visual,Bild
quadro,Bild
metáfora,Bild
bilinguismo,Bilinguismus
bilhar,Billard
barato,billig
aprovação,Billigung
consentimento,Billigung
campainha,Bimmel
sineta,Bimmel
bimolecular,bimolekular
elo,Bindeglied
ligação,Bindeglied
aglutinante,Bindemittel
ligante,Bindemittel
solvente,Bindemittel
amarrar,binden
atar,binden
mergulhão-caçador,Bindentaucher
encadernar,binden
hífen,Bindestrich
conjunção,Bindewort
guita,Bindfaden
liga,Bindung
ligação,Bindung
binocular,binokular
bioacumulação,Bioakkumulation
bioquímica,Biochemie
bioquímico,biochemisch
biodiversidade,Biodiversität
bioética,Bioethik
biografar,biografieren
biografia,Biografie
biógrafa,Biografin
biograficamente,biografisch
biográfico,biografisch
biógrafo,Biograf
biografia,Biographie
biógrafa,Biographin
biograficamente,biographisch
biográfico,biographisch
biógrafo,Biograph
biocombustível,Biokraftstoff
biólogo,Biologe
biologia,Biologie
biológico,biologisch
biodiversidade,biologische Vielfalt
bioluminescência,Biolumineszenz
biomassa,Biomasse
biomecânica,Biomechanik
biomedicina,Biomedizin
biometria,Biometrie
biometria,Biometrik
biometricamente,biometrisch
biométrico,biometrisch
biomolecular,biomolekular
biomolécula,Biomolekül
biónico,bionisch
biônico,bionisch
biofísico,biophysikalisch
biofísica,Biophysik
biopirataria,Biopiraterie
biópsia,Biopsie
biosfera,Biosphäre
biossíntese,Biosynthese
biotecnologia,Biotechnik
biotecnologia,Biotechnologie
biotecnologicamente,biotechnologisch
biotecnológico,biotechnologisch
biótico,biotisch
biótopo,Biotop
bípede,bipedisch
bétula,Birke
Birmânia,Birma
Birmingham,Birmingham
pereira,Birnbaum
melão-andino,Birnenmelone
melão-dos-Andes,Birnenmelone
lâmpada,Birne
pêra,Birne
Venussauro,Bisaflor
Ivyssauro,Bisaknosp
abelmosco,Bisamstrauch
Bulbassauro,Bisasam
até,bis
afora,bis auf
sé,Bischofssitz
bispo,Bischof
Abraço!,Bis dann!
Falou!,Bis dann!
Valeu!,Bis dann!
bissexual,bisexuell
bismuto,Bismut
bisonte,Bison
bisão,Bison
pouquinho,Bisschen
bocado,Bissen
azedo,bissig
Até.,Bis später.
dentada,Biss
mordedura,Biss
mordida,Biss
mordidela,Biss
picada,Biss
Topas?,Bist du dabei?
estás,biste
és,biste
eventualmente,bisweilen
ocasionalmente,bisweilen
pedir,bitten
requerer,bitten
rogar,bitten
pedido,Bitten
amargo,bitter
amargoso,bitter
agridoce,bittersüß
instância,Bitte
pedido,Bitte
petição,Bitte
requerimento,Bitte
rogo,Bitte
solicitação,Bitte
bizarro,bizarr
bíceps,Bizeps
caixa-negra,Black Box
caixa-negra,Blackbox
caixa-preta,Blackbox
caixa-preta,Black Box
blackjack,Black Jack
vergonhoso,blamabel
humilhante,blamabel
desgraça,Blamage
desonra,Blamage
brilhante,blank
polido,blank
fole,Blasebalg
alquequenje,Blasenkirsche
tomatinho-de-capucho,Blasenkirsche
soprar,blasen
tocar,blasen
broche,Blasen
boquete,Blasen
chupetinha,Blasen
chupada,Blasen
chupeta,Blasen
mamada,Blasen
bexiga,Blase
bolha,Blase
borbulha,Blase
ralé,Blase
corja,Blase
galera,Blase
nan,Blasmusik
blasfémia,Blasphemie
blasfêmia,Blasphemie
blasfemo,blasphemisch
pálido,blass
rosado,blassrot
bufo-de-verraux,Blassuhu
nervura,Blattader
afídio,Blattlaus
pulgão,Blattlaus
folha,Blatt
lençol,Blatt
lâmina,Blatt
palheta,Blatt
página,Blatt
pá,Blatt
gazeta,Blatt
jornal,Blatt
azul,blau
mirtilo,Blaubeere
negra,blauer Fleck
pisadura,blauer Fleck
hematoma,blauer Fleck
siri-azul,Blaue Schwimmkrabbe
siri-tinga,Blaue Schwimmkrabbe
siri,Blaue Schwimmkrabbe
tintureira,Blauhai
tubarão-azul,Blauhai
gaio-azul,Blauhäher
siri-azul,Blaukrabbe
siri-tinga,Blaukrabbe
siri,Blaukrabbe
gazear,blaumachen
fato-macaco,Blaumann
baleia-azul,Blauwal
negro,blau
roxo,blau
credulidade,Blauäugigkeit
ingenuidade,Blauäugigkeit
crente,blauäugig
crédulo,blauäugig
ingénuo,blauäugig
ingênuo,blauäugig
lata,Blech
tabuleiro,Blech
chapa,Blech
constante,bleibend
persistente,bleibend
duradouro,bleibend
permanente,bleibend
ficar,bleiben
permanecer,bleiben
alvejar,bleichen
branquear,bleichen
corar,bleichen
descolorir,bleichen
quarar,bleichen
pálido,bleich
afia-lápis,Bleistiftanspitzer
afiadeira,Bleistiftanspitzer
afia,Bleistiftanspitzer
apara-lápis,Bleistiftanspitzer
aguça,Bleistiftspitzer
apara-lápis,Bleistiftspitzer
apontador,Bleistiftspitzer
lápis,Bleistift
plumbismo,Bleivergiftung
saturnismo,Bleivergiftung
chumbo,Blei
lápis,Blei
cegar,blenden
brilhante,blendend
viseira,Blende
opaco,blickdicht
ótica,Blickpunkt
ótica,Blickwinkel
olhar,Blick
vista,Blick
trabuco,Blide
cegamente,blind
cego,blind
apendicite,Blinddarmentzündung
apêndice,Blinddarm
ceco,Blinddarm
braille,Blindenschrift
clandestina,blinde Passagierin
clandestino,blinder Passagier
cego,Blinder
cega,Blinde
cegueira,Blindheit
cegamente,blindlings
alicanço,Blindschleiche
cobra-de-vidro,Blindschleiche
fura-mato,Blindschleiche
licanço,Blindschleiche
licranço,Blindschleiche
piscar,blinken
pisca-pisca,Blinker
pestanejar,blinzeln
piscar,blinzeln
para-raios,Blitzableiter
flash,Blitzlicht
raio,Blitz
relâmpago,Blitz
nevasca,Blizzard
bloqueio,Blockade
bloquear,blockieren
bloco,Block
blogar,bloggen
blogueiro,Blogger
blogue,Blog
galego,blond
agalegado,blondhaarig
loira,Blondine
loirinha,Blondine
loura,Blondine
loiro,blond
louro,blond
aloirar,blond werden
boquete,Blowjob
descoberto,bloß
mero,bloß
simples,bloß
expor,bloßstellen
apenas,bloß
somente,bloß
só,bloß
blefar,bluffen
canteiro,Blumenbeet
florista,Blumenbinderin
florista,Blumenbinder
florista,Blumenhändlerin
florista,Blumenhändler
couve-flor,Blumenkohl
florista,Blumenladen
florido,blumenreich
arranjo,Blumenstrauß
ramalhete,Blumenstrauß
ramo,Blumenstrauß
vaso,Blumentopf
floreira,Blumenvase
vaso,Blumenvase
floricultura,Blumenzucht
floricultora,Blumenzüchterin
floricultor,Blumenzüchter
buquê,Blume
colarinho,Blume
espuma,Blume
flor,Blume
blusa,Bluse
carnificina,Blutbad
chacina,Blutbad
massacre,Blutbad
matança,Blutbad
mortandade,Blutbad
sangria,Blutbad
hemograma,Blutbild
sanguessuga,Blutegel
sangrar,bluten
hematoma,Bluterguss
hemorragia,Bluterguss
hipertensão,Bluthochdruck
sangrento,blutig
rubro,blutrot
explorador,Blutsauger
incesto,Blutschande
consanguinidade,Blutsverwandtschaft
hemorragia,Blutung
sangramento,Blutung
morcela,Blutwurst
sangue,Blut
folhinha,Blättchen
folhear,blättern
azulado,bläulich
bobo,blöd
estúpido,blöde
idiota,Blödian
idiota,blödsinnig
tabacudo,blödsinnig
idiotice,Blödsinn
mancada,Blödsinn
absurdo,Blödsinn
disparate,Blödsinn
parvoíce,Blödsinn
tolice,Blödsinn
burro,blöd
estúpido,blöd
idiota,blöd
berregar,blöken
florescente,blühend
próspero,blühend
florido,blühend
florescer,blühen
florir,blühen
prosperar,blühen
pétala,Blütenblatt
inflorescência,Blütenstand
pólen,Blütenstaub
floração,Blüte
florescência,Blüte
flor,Blüte
boa,Boa
lagartixa-de-bocage,Bocages Mauereidechse
teimar,bocken
empinar-se,bocken
alfarva,Bockshornklee
alfarrobeira,Bockshörndlbaum
sótão,Bodenkammer
terra,Boden
solo,Boden
chão,Boden
fundo,Boden
fisiculturista,Bodybuilderin
fisiculturista,Bodybuilder
culturismo,Bodybuilding
fisiculturismo,Bodybuilding
musculação,Bodybuilding
guarda-costas,Bodyguard
arqueado,bogenförmig
grau,Bogengrad
arqueiro,Bogenschütze
arco,Bogen
estaca,Bohnenstange
feijão,Bohne
furar,bohren
perfurar,bohren
broca,Bohrer
bóhrio,Bohrium
berbequim,Bohrmaschine
berbequim,Bohrmaschine
broca,Bohrmaschine
furadeira,Bohrmaschine
furadeira,Bohrmaschine
pua,Bohrmaschine
aquecedor,Boiler
bailarina,Boiler
baliza,Boje
bóia,Boje
boleadeira,Bola
bolero,Bolero
boliviana,Bolivianerin
boliviano,Bolivianer
boliviano,bolivianisch
Bolívia,Bolivien
baluarte,Bollwerk
fortaleza,Bollwerk
bastião,Bollwerk
bolchevismo,Bolschewismus
pino,Bolzen
bombardeio,Bombardement
bombardear,bombardieren
Bombaim,Bombay
bombardeiro,Bomber
bomba,Bombe
bicuda,Bombe
bomba,Bombe
bala,Bonbon
rebuçado,Bonbon
bombom,Bonbon
doce,Bonbon
bondage,Bondage
Bonifácio,Bonifatius
Bona,Bonn
bonificação,Bonus
bônus,Bonus
extra,Bonus
fomento,Bonus
incentivo,Bonus
prêmio,Bonus
boogie-woogie,Boogie-Woogie
barca,Boot
barco,Boot
bote,Boot
bórico,Bor-
Bordéus,Bordeaux
bordel,Bordell
prostíbulo,Bordell
puteiro,Bordell
prateleira,Bord
emprestar,borgen
orangotango-de-bornéu,Borneo-Orang-Utan
bornita,Bornit
borragem,Borretsch
borago,Borretsch
cerda,Borste
debrum,Borte
boro,Bor
maldade,Boshaftigkeit
maquiavélico,boshaft
maldade,Bosheit
malignidade,Bosheit
bósnia,Bosnierin
bósnio,Bosnier
bósnio,bosnisch
chefe,Boss
chefão,Boss
patrão,Boss
botânica,Botanik
botânico,botanisch
mensageiro,Boten-
emissário,Bote
mensageiro,Bote
mensageira,Botin
embaixatriz,Botschafterin
embaixador,Botschafter
mensageiro,Botschafter
embaixada,Botschaft
mensagem,Botschaft
notícia,Botschaft
recado,Botschaft
Botsuana,Botsuana
Botswana,Botswana
botulismo,Botulismus
bulevar,Boulevard
burguesia,Bourgeoisie
boutique,Boutique
loja,Boutique
ponche,Bowle
boliche,Bowling
bowling,Bowling
boxear,boxen
boxe,Boxen
pugilismo,Boxen
baia,Box
coluna,Box
boxe,Box
boicotar,boykottieren
boicotear,boykottieren
Boécio,Boëthius
braille,Brailleschrift
especialidade,Branche
ramo,Branche
Brandeburgo,Brandenburg
Brandemburgo,Brandenburg
comburente,brandfördernd
pato-branco,Brandgans
denunciar,brandmarken
estigmatizar,brandmarken
ferrar,brandmarken
marcar,brandmarken
tachar,brandmarken
coivara,Brandrodung
incendiário,Brandstifter
agueiro,Brandungsrückstrom
lagamar,Brandungsrückstrom
vala,Brandungsrückstrom
fogo,Brand
incêndio,Brand
aguardente,Branntwein
pau-brasil,Brasilholz
brasileira,Brasilianerin
brasileiro,Brasilianer
brasileiro,brasilianisch
guaraná,brasilianisches Erfrischungsgetränk
Brasil,Brasilien
assar,braten
gordura,Bratenfett
frigir,braten
fritar,braten
assado,Braten
batata,Bratkartoffeln
frigideira,Bratpfanne
sertã,Bratpfanne
grelha,Bratrost
viola,Bratsche
utilidade,Brauchbarkeit
útil,brauchbar
usar,brauchen
utilizar,brauchen
consumir,brauchen
gastar,brauchen
levar,brauchen
costume,Brauch
cervejaria,Brauerei
sobrancelha,Braue
urso-pardo,Braunbär
castanho,braun
goethita,Brauner Glaskopf
goethite,Brauner Glaskopf
bronzeado,braun gebrannt
bronzeado,braungebrannt
cartaxo-nortenho,Braunkehlchen
marrom,braun
moreno,braun
pardo,braun
ferrinho,Brauntinamu
inhambu-carioca,Brauntinamu
sovi,Brauntinamu
sururina,Brauntinamu
tururim,Brauntinamu
tururi,Brauntinamu
bronzeado,braun
enxoval,Brautaussteuer
noiva,Braut
bem-comportado,brav
bom,brav
honesto,brav
infringir,brechen
quebrar,brechen
romper,brechen
náusea,Brechreiz
enrascada,Bredouille
paralelo,Breitenkreis
